"%1 items selected for mass update","valitut joukkopäivityksen %1 osat",module,Magento_AsynchronousOperations
", %1 successfully updated",", %1 päivitetty",module,Magento_AsynchronousOperations
", %1 failed to update",", %1 päivitys epäonnistui",module,Magento_AsynchronousOperations
"The role wasn't found for the user. Verify the role and try again.","Käyttäjän rooli ei löytynyt. Tarkista rooli ja yritä uudelleen.",module,Magento_Authorization
"Something went wrong while compiling a list of allowed resources. You can find out more in the exceptions log.","Jokin meni vikaan koottaessa sallittujen resurssien luetteloa. Löydät lisätietoja exceptions-lokista.",module,Magento_Authorization
"You created the order.","Olet luonut tilauksen.",module,Magento_Authorizenet
"Order saving error: %1","Tilauksen tallentamisen virhe: %1",module,Magento_Authorizenet
"Please choose a payment method.","Valitse maksutapa.",module,Magento_Authorizenet
"We can't process your order right now. Please try again later.","Emme voi käsitellä tilaustasi juuri nyt. Yritä myöhemmin uudelleen.",module,Magento_Authorizenet
"A server error stopped your order from being placed. Please try to place your order again.","Palvelimen virhe pysäytti tilauksen etenimisen. Yritä tilata tilauksesi uudelleen.",module,Magento_Authorizenet
"Credit Card: xxxx-%1","Luottokortti: xxxx-%1",module,Magento_Authorizenet
"amount %1","määrä %1",module,Magento_Authorizenet
failed.,epäonnistui.,module,Magento_Authorizenet
successful.,onnistui.,module,Magento_Authorizenet
"Authorize.Net Transaction ID %1.","Authorize.Net-tapahtumatunnus %1.",module,Magento_Authorizenet
authorize,valtuuta,module,Magento_Authorizenet
"authorize and capture","valtuuta ja talteenota",module,Magento_Authorizenet
capture,talteenota,module,Magento_Authorizenet
refund,hyvitä,module,Magento_Authorizenet
void,mitätön,module,Magento_Authorizenet
"Gateway error: %1","Gateway-virhe: %1",module,Magento_Authorizenet
"Something went wrong in the payment gateway.","Maksukäytävässä tapahtui virhe.",module,Magento_Authorizenet
"Invalid amount for capture.","Virheellinen hyvityssumma.",module,Magento_Authorizenet
"Payment capturing error.","Maksun talteenoton virhe.",module,Magento_Authorizenet
"Invalid transaction ID.","Virheellinen tapahtumatunnus.",module,Magento_Authorizenet
"Payment voiding error.","Virhe maksun mitätöinnissä.",module,Magento_Authorizenet
"Invalid amount for refund.","Virheellinen hyvityssumma.",module,Magento_Authorizenet
"Payment refunding error.","Virhe maksun palautuksessa.",module,Magento_Authorizenet
"The transaction was declined because the response hash validation failed.","Transaktio on hylätty, koska Response Hash -validointi epäonnistui.",module,Magento_Authorizenet
"This payment didn't work out because we can't find this order.","Maksu ei onnistunut, koska emme löydä tätä tilausta.",module,Magento_Authorizenet
"There was a payment authorization error.","Maksutavan varmennusongelma.",module,Magento_Authorizenet
"Please enter a transaction ID to authorize this payment.","Lisää maksun ID vahvistaaksesi tämä maksu.",module,Magento_Authorizenet
"Something went wrong: the paid amount doesn't match the order amount. Please correct this and try again.","Jotain meni pieleen: maksettu summa ei vastaa tilauksen summaa. Korjaa ja yritä uudelleen.",module,Magento_Authorizenet
"Transaction %1 has been approved. Amount %2. Transaction status is ""%3""","Tapahtuman %1 on hyväksytty. Määrä %2. Tapahtuman tila on ”%3”",module,Magento_Authorizenet
"Transaction %1 has been voided/declined. Transaction status is ""%2"". Amount %3.","Tapahtuman %1 on mitätöity. Tapahtuman tila on ”%2”. Summa %3.",module,Magento_Authorizenet
"Authorize Only","Varmenna ainoastaan",module,Magento_Authorizenet
"Authorize and Capture","Varmenna ja talteenota",module,Magento_Authorizenet
"The transaction details are unavailable. Please try again later.","Tapahtumatiedot eivät ole käytettävissä. Yritä myöhemmin uudelleen.",module,Magento_Authorizenet
"Electronic payments save the trees.","Sähköiset maksut säästää puita.",module,Magento_Authorizenet
"Credit Card Type",Luottokorttityyppi,module,Magento_Authorizenet
"Please Select",Valitse,module,Magento_Authorizenet
"Credit Card Number","Luottokortin numero",module,Magento_Authorizenet
"Expiration Date","Viimeinen voimassaolopäivä",module,Magento_Authorizenet
"Card Verification Number","Luottokortin tarkistusnumero",module,Magento_Authorizenet
"Fraud Detection ","Petosten paljastaminen ",module,Magento_Authorizenet
"FDS Filter Action","FDS suodatustoiminto",module,Magento_Authorizenet
"AVS Response","AVS vastaus",module,Magento_Authorizenet
"Card Code Response","Kortin koodi vastaus",module,Magento_Authorizenet
"CAVV Response","CAVV vastaus",module,Magento_Authorizenet
"Fraud Filters","Maksupetoksien suodattimet",module,Magento_Authorizenet
"Invalid Form Key. Please refresh the page.","Virheellinen lomakkeen avain. Ole hyvä ja päivitä sivu.",module,Magento_Backend
"You entered an invalid Secret Key. Please refresh the page.","Syötit virheellisen salausavaimen. Päivitä sivu.",module,Magento_Backend
"Invalid security or form key. Please refresh the page.","Virheellinen lomakkeen tai turvallisuuden avain. Ole hyvä ja päivitä sivu.",module,Magento_Backend
"Cache Storage Management","Välimuistitilan hallinta",module,Magento_Backend
"Flush Magento Cache","Tyhjennä Magenton välimuisti",module,Magento_Backend
"The cache storage may contain additional data. Are you sure that you want to flush it?","Välimuistitila saattaa sisältää muitakin tietoja. Haluatko varmasti tyhjentää sen?",module,Magento_Backend
"Flush Cache Storage","Tyhjennä välimuistitila",module,Magento_Backend
Invalidated,Mitätöity,module,Magento_Backend
Orders,Tilaukset,module,Magento_Backend
Amounts,Määrät,module,Magento_Backend
Bestsellers,Myydyimmät,module,Magento_Backend
"Most Viewed Products","Katsotuimmat tuotteet",module,Magento_Backend
"New Customers","Uudet asiakkaat",module,Magento_Backend
Customers,Asiakkaat,module,Magento_Backend
Customer,Asiakas,module,Magento_Backend
Guest,Vieras,module,Magento_Backend
Items,Tuotteet,module,Magento_Backend
Total,Yhteensä,module,Magento_Backend
"Lifetime Sales","Kaikki myynnit",module,Magento_Backend
"Average Order","Keskimääräinen tilaus",module,Magento_Backend
Average,Keskiarvo,module,Magento_Backend
Product,Tuote,module,Magento_Backend
Price,Hinta,module,Magento_Backend
Quantity,Määrä,module,Magento_Backend
Views,Näkymät,module,Magento_Backend
Revenue,Tulot,module,Magento_Backend
Tax,Vero,module,Magento_Backend
Shipping,Toimitus,module,Magento_Backend
"Images (.gif, .jpg, .png)","Kuvat (.gif, .jpg, .png)",module,Magento_Backend
"All Files","Kaikki tiedostot",module,Magento_Backend
"Reset to Default","Palauta oletukset",module,Magento_Backend
"All Store Views","Kaikki kauppanäkymät",module,Magento_Backend
"What is this?","Mikä tämä on?",module,Magento_Backend
"Save Account","Tallenna tili",module,Magento_Backend
"My Account",Tilini,module,Magento_Backend
"Account Information","Tilin tiedot",module,Magento_Backend
"User Name",Käyttäjätunnus,module,Magento_Backend
"First Name",Etunimi,module,Magento_Backend
"Last Name",Sukunimi,module,Magento_Backend
Email,Sähköposti,module,Magento_Backend
"User Email","Käyttäjän sähköpostiosoite",module,Magento_Backend
"New Password","Uusi salasana",module,Magento_Backend
"Password Confirmation","Salasanan vahvistus",module,Magento_Backend
"Interface Locale","Käyttöliittymän kieli",module,Magento_Backend
"Current User Identity Verification","Nykyisen käyttäjän henkilöllisyyden todentaminen",module,Magento_Backend
"Your Password",Salasanasi,module,Magento_Backend
"Save Cache Settings","Tallenna välimuistin asetukset",module,Magento_Backend
"Catalog Rewrites","Luettelon uudelleenohjaukset",module,Magento_Backend
Refresh,Päivitä,module,Magento_Backend
"Images Cache","Kuvien välimuisti",module,Magento_Backend
Clear,Tyhjennä,module,Magento_Backend
"Search Index",Hakuindeksi,module,Magento_Backend
Rebuild,"Rakenna uudelleen",module,Magento_Backend
"Inventory Stock Status","Varaston tilanne",module,Magento_Backend
"Rebuild Catalog Index","Uudelleenrakenna luettelon indeksi",module,Magento_Backend
"Rebuild Flat Catalog Category","Jälleenrakenna Flat Katalogi-kategoria",module,Magento_Backend
"Rebuild Flat Catalog Product","Jälleenrakenna Flat Katalogi-tuote",module,Magento_Backend
"Cache Control","Välimuistin hallinta",module,Magento_Backend
"All Cache","Kaikki välimuistit",module,Magento_Backend
"No change","Ei muutosta",module,Magento_Backend
Disable,"Poista käytöstä",module,Magento_Backend
Enable,Käytä,module,Magento_Backend
"Add Design Change","Lisää ulkoasun muutos",module,Magento_Backend
Back,Takaisin,module,Magento_Backend
Delete,Poista,module,Magento_Backend
"Are you sure?","Oletko varma?",module,Magento_Backend
Save,Tallenna,module,Magento_Backend
"Edit Design Change","Muokkaa ulkoasun muutosta",module,Magento_Backend
"New Store Design Change","Uusi kaupan ulkoasun muutos",module,Magento_Backend
"General Settings","Yleiset asetukset",module,Magento_Backend
Store,Kauppa,module,Magento_Backend
"-- Please Select --","--- Valitse ---",module,Magento_Backend
"Custom Design","Muokattu ulkoasu",module,Magento_Backend
"Date From","Pvm alkaen",module,Magento_Backend
"Date To","Pvm päättyen",module,Magento_Backend
"Design Change","Ulkoasun muutos",module,Magento_Backend
General,Yleinen,module,Magento_Backend
Cancel,Peruuta,module,Magento_Backend
"Delete %1 '%2'","Poista %1 '%2'",module,Magento_Backend
"Delete %1","Poista %1",module,Magento_Backend
"Block Information","Lohkon tiedot",module,Magento_Backend
"Backup Options","Varmuuskopioinnin asetukset",module,Magento_Backend
No,Ei,module,Magento_Backend
Yes,Kyllä,module,Magento_Backend
"Create DB Backup","Luo tietokannan varmuuskopio",module,Magento_Backend
"Delete Store","Poista kauppa",module,Magento_Backend
"Delete Web Site","Poista sivusto",module,Magento_Backend
"Save Web Site","Tallenna sivusto",module,Magento_Backend
"Save Store","Tallenna kauppa",module,Magento_Backend
"Save Store View","Tallenna kauppanäkymä",module,Magento_Backend
"Delete Store View","Poista kauppanäkymä",module,Magento_Backend
"Edit Web Site","Muokkaa sivustoa",module,Magento_Backend
"New Web Site","Uusi sivusto",module,Magento_Backend
"Edit Store","Muokkaa kauppaa",module,Magento_Backend
"New Store","Uusi kauppa",module,Magento_Backend
"Edit Store View","Muokkaa kauppanäkymää",module,Magento_Backend
"New Store View","Uusi kauppanäkymä",module,Magento_Backend
"Store Information","Kaupan tiedot",module,Magento_Backend
"Web Site",Sivusto,module,Magento_Backend
Name,Nimi,module,Magento_Backend
Code,Koodi,module,Magento_Backend
"Root Category",Juurikategoria,module,Magento_Backend
"Default Store View",Oletuskauppanäkymä,module,Magento_Backend
"Store View Information","Kauppanäkymän tiedot",module,Magento_Backend
Status,Tila,module,Magento_Backend
Disabled,"Ei käytössä",module,Magento_Backend
Enabled,Käytössä,module,Magento_Backend
"Sort Order",Järjestys,module,Magento_Backend
"Web Site Information","Sivuston tiedot",module,Magento_Backend
"Default Store",Oletuskauppa,module,Magento_Backend
"Set as Default","Aseta oletukseksi",module,Magento_Backend
Stores,Kaupat,module,Magento_Backend
"Create Website","Luo sivusto",module,Magento_Backend
"Create Store","Luo kauppa",module,Magento_Backend
"Create Store View","Luo kauppanäkymä",module,Magento_Backend
Home,Etusivu,module,Magento_Backend
Reset,Tyhjennä,module,Magento_Backend
"Are you sure you want to do this?","Haluatko varmasti tehdä tämän?",module,Magento_Backend
label,tunniste,module,Magento_Backend
"Add New Image","Lisää uusi kuva",module,Magento_Backend
"Export block for grid %1 is not defined","Vientilohkoa ruudukolle %1 ei ole määritetty",module,Magento_Backend
"Reset Filter","Nollaa suodatin",module,Magento_Backend
Search,Haku,module,Magento_Backend
Any,"Mikä tahansa",module,Magento_Backend
"All Countries","Kaikki maat",module,Magento_Backend
From,Alkaen,module,Magento_Backend
To,Asti,module,Magento_Backend
"Date selector","Päivämäärän valitsin",module,Magento_Backend
"Select All","Valitse kaikki",module,Magento_Backend
"We couldn't find any records.","Yhtään tietuetta ei löytynyt.",module,Magento_Backend
"Add New","Lisää uusi",module,Magento_Backend
"Invalid export type supplied for grid export block","Taulukosta vietävälle lohkolle on määritelty virheellinen vienti-tyyppi",module,Magento_Backend
Export,Vienti,module,Magento_Backend
"Please correct the column format and try again.","Korjaa sarakkeen muoto ja yritä uudelleen.",module,Magento_Backend
"An item needs to be selected. Select and try again.","Kohteen on oltava valittuna. Valitse ja yritä uudelleen.",module,Magento_Backend
Submit,Lähetä,module,Magento_Backend
"Unknown block type","Tuntematon lohkon tyyppi",module,Magento_Backend
"Please correct the tab configuration and try again. Tab Id should be not empty","Korjaa välilehden määritys ja yritä uudelleen. Välilehden tunnus ei voi olla tyhjä",module,Magento_Backend
"Please correct the tab configuration and try again.","Korjaa välilehden määritys ja yritä uudelleen.",module,Magento_Backend
"You have logged out.","Olet kirjautunut ulos.",module,Magento_Backend
"These cache type(s) don't exist: %1","Nämä välimuistin tyypit/tyyppi ei/eivät ole olemassa: %1",module,Magento_Backend
"The image cache was cleaned.","Kuvavälimuisti puhdistettiin.",module,Magento_Backend
"An error occurred while clearing the image cache.","Tapahtui virhe kuvavälimuistia tyhjennettäessä.",module,Magento_Backend
"The JavaScript/CSS cache has been cleaned.","JavaScript/CSS-välimuisti on puhdistettu.",module,Magento_Backend
"An error occurred while clearing the JavaScript/CSS cache.","Tapahtui virhe JavaScript/CSS-välimuistia tyhjennettäessä.",module,Magento_Backend
"The static files cache has been cleaned.","Staattisten tiedostojen välimuisti on puhdistettu.",module,Magento_Backend
"You flushed the cache storage.","Tyhjensit välimuistitilan.",module,Magento_Backend
"The Magento cache storage has been flushed.","Magenton välimuistitila on tyhjennetty.",module,Magento_Backend
"Cache Management","Välimuistin hallinta",module,Magento_Backend
"You can't change status of cache type(s) in production mode","Välimuistityyppien tilaa ei voida muuttaa tuotantotilassa",module,Magento_Backend
"%1 cache type(s) disabled.","%1 välimuistityyppi(ä) poistettu käytöstä.",module,Magento_Backend
"An error occurred while disabling cache.","Tapahtui virhe poistettaessa välimuistia käytöstä.",module,Magento_Backend
"%1 cache type(s) enabled.","%1 välimuistityyppi(ä) käytössä.",module,Magento_Backend
"An error occurred while enabling cache.","Tapahtui virhe otettaessa välimuistia käyttöön.",module,Magento_Backend
"%1 cache type(s) refreshed.","%1 välimuistityyppi(ä) virkistetty.",module,Magento_Backend
"An error occurred while refreshing cache.","Tapahtui virhe välimuistia päivitettäessä.",module,Magento_Backend
Dashboard,Hallintasivu,module,Magento_Backend
"We updated lifetime statistic.","Elinikäiset tilastot päivitettiin.",module,Magento_Backend
"We can't refresh lifetime statistics.","Elinaikaisia tilastoja ei voida päivittää.",module,Magento_Backend
"invalid request","pyyntö ei kelpaa",module,Magento_Backend
"see error log for details","katso lisätietoja virhelokista",module,Magento_Backend
"Service unavailable: %1","Palvelu ei ole käytettävissä: %1",module,Magento_Backend
Error,Virhe,module,Magento_Backend
"Access Denied.","Käyttö estetty.",module,Magento_Backend
"You need more permissions to do this.","Tämän suorittamiseksi tarvitaan enemmän käyttöoikeuksia.",module,Magento_Backend
"No search modules were registered","Yhtään hakumoduulia ei rekisteröity",module,Magento_Backend
"Please make sure that all global admin search modules are installed and activated.","Varmista, että kaikki jokaisesta ohjelman osasta käytettävissä olevat järjestelmänvalvojan haku-moduulit ovat asennettu ja aktivoitu.",module,Magento_Backend
"You saved the account.","Tili tallennettiin.",module,Magento_Backend
"An error occurred while saving account.","Tapahtui virhe tiliä tallennettaessa.",module,Magento_Backend
"You deleted the design change.","Poistit ulkoasun muutoksen.",module,Magento_Backend
"You can't delete the design change.","Et voi poistaa ulkoasun muutosta.",module,Magento_Backend
"Store Design","Kaupan ulkoasu",module,Magento_Backend
"Edit Store Design Change","Muokkaa kaupan ulkoasun muutosta",module,Magento_Backend
"You saved the design change.","Ulkoasun muutos tallennettiin.",module,Magento_Backend
System,Järjestelmä,module,Magento_Backend
"Manage Stores","Hallinnoi kauppoja",module,Magento_Backend
"The database was backed up.","Tietokanta on varmuuskopioitu.",module,Magento_Backend
"We can't create a backup right now. Please try again later.","Varmuuskopiota ei voida luoda juuri nyt. Yritä myöhemmin uudelleen.",module,Magento_Backend
"Deleting a %1 will not delete the information associated with the %1 (e.g. categories, products, etc.), but the %1 will not be able to be restored. It is suggested that you create a database backup before deleting the %1.","Poistettaessa %1, %1 liittyvä tieto jää jäljelle (luokat, tuotteet, jne), mutta %1 ei voida enää palauttaa. On suositeltavaa luoda varmuuskopio tietokannasta ennen %1 poistamista.",module,Magento_Backend
"Something went wrong. Please try again.","Jokin meni vikaan. Yritä uudelleen.",module,Magento_Backend
"This store cannot be deleted.","Tätä kauppaa ei voi poistaa.",module,Magento_Backend
"You deleted the store.","Poistit kaupan.",module,Magento_Backend
"Unable to delete the store. Please try again later.","Kauppaa ei voida poistaa. Yritä myöhemmin uudelleen.",module,Magento_Backend
"This store view cannot be deleted.","Tätä kauppanäkymää ei voi poistaa.",module,Magento_Backend
"Store View",Kauppanäkymä,module,Magento_Backend
"You deleted the store view.","Kauppanäkymä poistettiin.",module,Magento_Backend
"Unable to delete the store view. Please try again later.","Kauppanäkymää ei voida poistaa. Yritä myöhemmin uudelleen.",module,Magento_Backend
"This website cannot be deleted.","Tätä sivustoa ei voida poistaa.",module,Magento_Backend
"You deleted the website.","Poistit sivuston.",module,Magento_Backend
"Unable to delete the website. Please try again later.","Sivustoa ei voida poistaa. Yritä myöhemmin uudelleen.",module,Magento_Backend
"The website does not exist.","Sivustoa ei ole olemassa.",module,Magento_Backend
"Before modifying the website code please make sure it is not used in index.php.","Varmista ennen sivuston koodin muokkaamista ettei se ole käytössä index.php-tiedostossa.",module,Magento_Backend
"The store does not exist","Kauppaa ei ole olemassa",module,Magento_Backend
"Store view doesn't exist","Kauppanäkymää ei ole olemassa",module,Magento_Backend
"Before modifying the store view code please make sure it is not used in index.php.","Varmista ennen kauppanäkymän koodin muokkaamista, ettei se ole käytössä index.php-tiedostossa.",module,Magento_Backend
"New ","Uusi ",module,Magento_Backend
"All Stores","Kaikki kaupat",module,Magento_Backend
"You saved the website.","Tallensit sivuston.",module,Magento_Backend
"The default store cannot be disabled","Oletuskauppaa ei voi poistaa käytöstä",module,Magento_Backend
"You saved the store view.","Tallensit kauppanäkymän.",module,Magento_Backend
"An inactive store view cannot be saved as default store view","Passiivista kauppanäkymää ei voi tallentaa oletusnäkymäksi",module,Magento_Backend
"You saved the store.","Tallensit kaupan.",module,Magento_Backend
"Something went wrong while saving. Please review the error log.","Tapahtui virhe tallennettaessa. Tarkista virheloki.",module,Magento_Backend
"Last 24 Hours","Viimeiset 24 tuntia",module,Magento_Backend
"Last 7 Days","Edelliset 7 päivää",module,Magento_Backend
"Current Month","Nykyinen kuukausi",module,Magento_Backend
YTD,"Vuoden alusta",module,Magento_Backend
"Authentication storage is incorrect.","Virheellinen todennusvarasto.",module,Magento_Backend
"The account sign-in was incorrect or your account is disabled temporarily. Please wait and try again later.","Tilin sisäänkirjautuminen oli virheellinen tai tilisi on poistettu tilapäisesti käytöstä. Odota ja yritä myöhemmin uudelleen.",module,Magento_Backend
"An authentication error occurred. Verify and try again.","Todennusvirhe ilmeni. Tarkista ja yritä uudelleen.",module,Magento_Backend
"The Admin session lifetime is invalid. Set the lifetime to 31536000 seconds (one year) or shorter and try again.","Admin istunnon elinaika on virheellinen. Määritä elinajaksi 31536000 sekuntia (yksi vuosi) tai lyhyempi ja yritä uudelleen.",module,Magento_Backend
"The Admin session lifetime is invalid. Set the lifetime to 60 seconds or longer and try again.","Admin istunnon elinaika on virheellinen. Määritä elinajaksi 60 sekuntia tai pidempi ja yritä uudelleen.",module,Magento_Backend
Order,Tilaus,module,Magento_Backend
"Order #%1","Tilausnumero %1",module,Magento_Backend
"Save &amp; Continue","Tallenna ja jatka",module,Magento_Backend
"Save &amp; Close","Tallenna &amp; Sulje",module,Magento_Backend
"Save &amp; New","Tallenna &amp; Uusi",module,Magento_Backend
"Sorry, you need permissions to view this content.","Valitan, sinulla ei ole oikeutta tälle sivulle.",module,Magento_Backend
"Next steps","Seuraavat askeleet",module,Magento_Backend
"If you think this is an error, try signing out and signing in again.","Jos luulet, että tämä on virhe, yritä kirjautua ulos ja kirjautua uudelleen.",module,Magento_Backend
"Contact a system administrator or store owner to gain permissions.","Ota yhteyttä järjestelmänvalvojaan tai sivuston omistajaan saadaksesi tarvittavat käyttöoikeudet.",module,Magento_Backend
"previous page","edellinen sivu",module,Magento_Backend
"Welcome, please sign in","Tervetuloa, kirjaudu sisään",module,Magento_Backend
